"Date","Price","Open","High","Low","Vol.","Change %"
"04/15/2021","262.00","262.00","262.00","262.00","0.39K","-0.23%"
"04/14/2021","262.60","262.70","262.70","262.60","0.27K","3.51%"
"04/13/2021","253.70","253.70","253.70","253.70","0.04K","-2.27%"
"03/31/2021","259.60","259.60","259.60","259.60","0.01K","5.53%"
"03/30/2021","246.00","246.00","246.00","246.00","0.02K","2.84%"
"03/29/2021","239.20","239.20","239.20","239.20","0.01K","6.03%"
"03/26/2021","225.60","236.40","236.40","225.60","0.12K","-6.62%"
"03/24/2021","241.60","241.60","241.60","241.60","9.99K","-9.38%"
"03/23/2021","266.60","266.00","266.60","266.00","0.08K","-2.34%"
"03/11/2021","273.00","273.00","273.00","273.00","0.08K","1.11%"
"03/09/2021","270.00","270.00","270.00","270.00","0.60K","9.40%"
"03/05/2021","246.80","246.80","246.80","246.80","0.16K","0.33%"
"03/04/2021","246.00","246.00","246.00","246.00","0.03K","-0.40%"
"03/03/2021","247.00","248.80","249.00","247.00","0.20K","-7.42%"
"03/02/2021","266.80","266.80","266.80","266.80","0.01K","0.68%"
"03/01/2021","265.00","265.00","265.00","265.00","0.08K","3.76%"
"02/26/2021","255.40","255.40","255.40","255.40","0.08K","-2.44%"
"02/25/2021","261.80","261.80","261.80","261.80","0.02K","4.72%"
"02/24/2021","250.00","255.20","255.20","250.00","0.14K","0.81%"
"02/23/2021","248.00","246.80","248.00","240.00","0.23K","-5.70%"
"02/22/2021","263.00","264.60","264.60","263.00","0.10K","-2.52%"
"02/19/2021","269.80","266.00","269.80","265.00","2.24K","-4.26%"
"02/18/2021","281.80","285.80","285.80","281.80","0.28K","-5.44%"
"02/16/2021","298.00","295.00","303.00","295.00","0.23K","1.22%"
"02/15/2021","294.40","290.60","294.40","287.80","0.90K","2.29%"
"02/12/2021","287.80","291.60","291.60","287.80","1.07K","-4.07%"
"02/11/2021","300.00","300.00","300.00","300.00","0.04K","-1.25%"
"02/10/2021","303.80","303.80","303.80","303.80","0.10K","1.47%"
"02/09/2021","299.40","307.40","307.40","299.40","0.91K","-2.86%"
"02/08/2021","308.20","308.20","308.20","308.20","0.10K","-1.85%"
"02/05/2021","314.00","314.60","319.60","314.00","0.94K","2.68%"
"02/04/2021","305.80","305.60","305.80","305.60","0.11K","-3.53%"
"02/03/2021","317.00","317.00","317.00","317.00","0.04K","-3.24%"
"02/01/2021","327.60","324.40","327.60","324.40","0.55K","-0.61%"
"01/29/2021","329.60","320.00","333.00","320.00","0.96K","0.73%"
"01/28/2021","327.20","325.60","330.00","325.60","1.04K","0.80%"
"01/27/2021","324.60","358.00","358.00","324.60","0.80K","-9.18%"
"01/26/2021","357.40","357.40","357.40","357.40","52.56K","-2.62%"
"01/22/2021","367.00","367.00","367.00","367.00","0.02K","0.55%"
"01/21/2021","365.00","365.00","365.00","365.00","0.08K","0.00%"
"01/19/2021","365.00","365.60","365.60","365.00","0.06K","3.17%"
"01/18/2021","353.80","353.60","353.80","353.60","0.10K","0.74%"
"01/12/2021","351.20","360.40","360.40","351.20","0.34K","-2.55%"
"01/11/2021","360.40","374.20","374.20","359.60","1.08K","-8.76%"
"01/08/2021","395.00","395.00","395.00","395.00","0.20K","2.86%"
"01/07/2021","384.00","369.00","385.00","369.00","1.24K","5.49%"
"01/06/2021","364.00","350.00","364.40","350.00","0.75K","1.96%"
"01/05/2021","357.00","344.00","357.00","344.00","1.07K","1.19%"
"01/04/2021","352.80","340.00","361.00","340.00","3.14K","3.89%"
"12/30/2020","339.60","335.00","340.20","330.20","0.23K","1.74%"
"12/29/2020","333.80","342.00","350.00","333.80","1.09K","-1.48%"
"12/28/2020","338.80","339.00","340.80","338.60","0.59K","5.68%"
"12/23/2020","320.60","323.00","326.00","320.60","0.79K","1.58%"
"12/22/2020","315.60","312.20","315.60","312.20","0.19K","3.14%"
"12/21/2020","306.00","310.40","315.00","303.40","0.66K","-2.42%"
"12/18/2020","313.60","308.40","314.60","308.40","0.24K","6.23%"
"12/17/2020","295.20","301.80","301.80","295.20","1.17K","-4.77%"
"12/16/2020","310.00","300.00","310.00","300.00","0.03K","3.47%"
"12/15/2020","299.60","300.20","302.00","299.60","1.21K","-0.13%"
"12/14/2020","300.00","298.40","300.00","298.00","0.36K","1.15%"
"12/11/2020","296.60","293.00","310.00","293.00","0.34K","0.68%"
"12/10/2020","294.60","291.20","294.60","291.20","0.20K","1.45%"
"12/09/2020","290.40","287.20","291.40","287.00","0.38K","3.57%"
"12/08/2020","280.40","280.00","285.00","280.00","0.55K","0.72%"
"12/07/2020","278.40","272.60","278.40","272.60","1.30K","3.42%"
"12/04/2020","269.20","272.00","272.00","268.40","4.57K","-1.82%"
"12/03/2020","274.20","274.60","276.00","273.60","1.50K","1.56%"
"12/02/2020","270.00","270.60","276.00","270.00","1.82K","-0.88%"
"12/01/2020","272.40","275.60","280.00","272.40","1.49K","-1.80%"
"11/30/2020","277.40","275.00","277.40","274.80","1.12K","2.74%"
"11/27/2020","270.00","265.00","270.40","265.00","0.49K","2.97%"
"11/26/2020","262.20","267.80","268.00","260.40","1.04K","0.31%"
"11/25/2020","261.40","259.60","265.00","259.60","0.93K","4.14%"
"11/24/2020","251.00","255.80","255.80","249.00","0.65K","-0.24%"
"11/23/2020","251.60","250.20","251.80","247.60","0.77K","0.64%"
"11/20/2020","250.00","246.00","258.80","246.00","1.23K","7.76%"
"11/18/2020","232.00","238.60","239.40","232.00","0.94K","-2.93%"
"11/17/2020","239.00","241.60","241.60","238.80","0.29K","2.40%"
"11/16/2020","233.40","230.80","233.40","229.80","1.96K","1.57%"
"11/13/2020","229.80","235.00","235.00","229.40","0.51K","-3.12%"
"11/12/2020","237.20","233.80","238.80","233.80","2.02K","1.28%"
"11/11/2020","234.20","234.20","234.20","234.20","0.08K","4.65%"
"11/10/2020","223.80","228.80","228.80","223.80","0.89K","-2.27%"
"11/09/2020","229.00","235.20","240.00","225.80","1.39K","-0.17%"
"11/06/2020","229.40","227.80","237.40","226.00","0.35K","1.06%"
"11/05/2020","227.00","225.20","231.00","223.00","2.34K","3.56%"
"11/04/2020","219.20","211.40","219.20","211.40","0.56K","3.89%"
"11/03/2020","211.00","214.60","220.60","209.00","1.16K","0.57%"
"11/02/2020","209.80","208.80","209.80","206.20","3.36K","0.58%"
"10/30/2020","208.60","204.80","210.00","204.80","4.75K","5.19%"
"10/29/2020","198.30","199.80","201.00","196.80","1.26K","0.51%"
"10/28/2020","197.30","190.00","207.60","190.00","1.77K","-3.09%"
"10/27/2020","203.60","210.60","210.60","203.60","2.87K","-9.75%"
"10/26/2020","225.60","206.40","225.60","206.40","1.73K","10.59%"
"10/23/2020","204.00","210.60","211.00","203.80","1.69K","-6.08%"
"10/22/2020","217.20","221.60","221.60","213.00","2.86K","-2.60%"
"10/21/2020","223.00","226.40","230.00","220.00","4.52K","-9.86%"
"10/20/2020","247.40","251.80","258.40","247.40","1.35K","-1.04%"
"10/19/2020","250.00","265.00","265.00","230.00","1.44K","-3.03%"
"10/16/2020","257.80","214.40","273.00","214.40","6.45K","18.69%"
"10/15/2020","217.20","218.60","221.00","214.00","2.87K","-1.45%"
"10/14/2020","220.40","222.00","223.60","209.60","11.15K","-2.48%"
"10/13/2020","226.00","227.00","228.40","224.00","6.18K","-0.70%"
"10/12/2020","227.60","235.00","235.20","218.00","17.79K","2.71%"
"10/09/2020","221.60","239.00","241.00","221.40","6.98K","-7.20%"
"10/08/2020","238.80","239.00","239.00","235.00","3.91K","2.58%"
"10/07/2020","232.80","234.20","234.20","229.40","0.38K","-1.27%"
"10/06/2020","235.80","227.00","235.80","227.00","0.80K","5.74%"
"10/05/2020","223.00","223.80","224.00","219.80","2.07K","-0.45%"
"10/02/2020","224.00","221.00","224.00","217.40","0.88K","1.63%"
"10/01/2020","220.40","217.80","221.40","217.60","6.16K","2.23%"
"09/30/2020","215.60","210.80","216.40","210.00","5.00K","2.76%"
"09/29/2020","209.80","210.00","210.40","209.00","1.48K","1.94%"
"09/28/2020","205.80","202.20","206.00","200.00","0.79K","5.27%"
"09/25/2020","195.50","195.80","195.80","195.50","0.20K","0.72%"
"09/24/2020","194.10","194.30","196.00","192.30","0.74K","-1.42%"
"09/23/2020","196.90","195.50","198.50","195.50","0.72K","2.29%"
"09/22/2020","192.50","179.30","192.50","179.30","1.92K","7.06%"
"09/21/2020","179.80","179.60","186.00","179.60","2.00K","-4.97%"
"09/18/2020","189.20","188.00","189.20","186.30","3.08K","0.37%"
"09/17/2020","188.50","189.60","189.80","188.50","0.20K","0.05%"
"09/16/2020","188.40","187.00","189.40","187.00","4.14K","2.89%"
"09/15/2020","183.10","182.20","185.00","181.80","0.80K","2.23%"
"09/14/2020","179.10","178.00","179.70","178.00","1.97K","0.67%"
"09/11/2020","177.90","177.80","178.00","177.30","1.09K","0.57%"
"09/10/2020","176.90","178.30","178.80","176.90","0.24K","-0.90%"
"09/09/2020","178.50","178.50","178.50","178.50","0.17K","3.36%"
"09/08/2020","172.70","178.00","178.00","172.60","0.87K","-2.98%"
"09/07/2020","178.00","175.00","178.30","175.00","0.42K","2.89%"
"09/04/2020","173.00","181.00","183.80","173.00","2.93K","-7.09%"
"09/03/2020","186.20","183.00","186.30","183.00","1.09K","1.36%"
"09/02/2020","183.70","189.00","189.00","183.70","0.69K","0.00%"
"09/01/2020","183.70","187.10","187.90","183.70","0.75K","-2.24%"
"08/31/2020","187.90","184.00","188.60","178.30","0.83K","3.87%"
"08/28/2020","180.90","181.80","181.80","179.50","1.22K","-0.17%"
"08/27/2020","181.20","177.00","181.20","177.00","0.76K","1.85%"
"08/26/2020","177.90","175.90","177.90","175.20","0.84K","1.54%"
"08/25/2020","175.20","170.30","176.40","170.30","2.90K","3.98%"
"08/24/2020","168.50","167.20","169.00","167.00","1.69K","4.46%"
"08/21/2020","161.30","163.40","163.80","161.10","0.65K","-2.66%"
"08/20/2020","165.70","166.00","166.00","165.70","1.07K","-1.07%"
"08/19/2020","167.50","165.00","167.60","165.00","3.88K","2.95%"
"08/18/2020","162.70","163.70","168.30","162.70","1.25K","-1.33%"
"08/17/2020","164.90","162.70","164.90","162.70","0.33K","-0.42%"
"08/14/2020","165.60","164.20","165.80","163.90","1.07K","1.97%"
"08/13/2020","162.40","159.00","164.80","159.00","0.97K","5.05%"
"08/12/2020","154.60","154.90","154.90","154.40","1.60K","-1.09%"
"08/11/2020","156.30","152.70","156.30","152.70","2.53K","3.78%"
"08/10/2020","150.60","151.10","152.00","149.40","0.49K","-0.66%"
"08/07/2020","151.60","151.20","151.70","150.00","1.13K","-0.66%"
"08/06/2020","152.60","154.10","154.30","152.10","0.66K","-1.42%"
"08/05/2020","154.80","157.50","157.50","154.50","0.78K","-1.15%"
"08/04/2020","156.60","156.60","157.30","155.30","2.22K","-1.51%"
"08/03/2020","159.00","156.70","159.00","156.70","0.60K","0.76%"
"07/31/2020","157.80","160.50","160.50","157.80","0.30K","1.15%"
"07/30/2020","156.00","158.90","160.60","155.70","1.67K","-0.95%"
"07/29/2020","157.50","155.30","157.70","154.90","1.24K","2.61%"
"07/28/2020","153.50","154.00","156.00","153.50","0.29K","-0.39%"
"07/27/2020","154.10","147.00","154.40","147.00","3.34K","1.78%"
"07/24/2020","151.40","154.60","154.60","149.50","4.74K","-4.36%"
"07/23/2020","158.30","160.40","160.40","156.70","0.58K","-1.37%"
"07/22/2020","160.50","163.50","163.50","160.00","1.06K","-4.69%"
"07/21/2020","168.40","162.70","171.60","162.70","1.20K","4.01%"
"07/20/2020","161.90","161.60","163.20","161.60","0.72K","-0.12%"
"07/17/2020","162.10","163.40","163.40","159.00","3.22K","0.93%"
"07/16/2020","160.60","161.50","165.00","160.60","0.97K","0.75%"
"07/15/2020","159.40","160.40","161.10","159.40","0.28K","0.06%"
"07/14/2020","159.30","157.40","160.10","156.20","1.45K","-0.93%"
"07/13/2020","160.80","162.40","162.40","160.50","0.53K","0.06%"
"07/10/2020","160.70","160.70","160.70","160.70","0.11K","0.75%"
"07/09/2020","159.50","158.30","159.50","157.90","0.32K","2.11%"
"07/08/2020","156.20","159.00","159.00","155.20","0.91K","-0.70%"
"07/07/2020","157.30","153.60","157.30","153.60","1.20K","1.29%"
"07/06/2020","155.30","158.30","158.30","155.30","1.49K","-2.27%"
"07/03/2020","158.90","163.00","164.80","158.90","1.18K","-2.69%"
"07/02/2020","163.30","157.00","163.30","157.00","1.43K","6.25%"
"07/01/2020","153.70","156.80","156.80","151.60","0.20K","-2.97%"
"06/30/2020","158.40","153.60","158.70","153.60","0.86K","5.25%"
"06/29/2020","150.50","153.60","153.60","150.00","2.07K","-2.08%"
"06/26/2020","153.70","154.50","154.50","153.70","0.29K","-0.84%"
"06/25/2020","155.00","155.00","155.00","155.00","0.24K","-0.19%"
"06/24/2020","155.30","161.00","161.30","153.30","1.36K","0.84%"
"06/23/2020","154.00","157.30","157.40","154.00","1.39K","-0.45%"
"06/22/2020","154.70","155.50","155.50","152.90","1.68K","-0.96%"
"06/19/2020","156.20","158.50","158.50","155.00","0.96K","0.90%"
"06/18/2020","154.80","154.80","154.80","154.80","0.19K","-1.90%"
"06/16/2020","157.80","164.00","164.00","157.50","3.64K","0.13%"
"06/15/2020","157.60","151.70","158.50","150.90","6.08K","2.47%"
"06/12/2020","153.80","154.00","154.80","153.00","1.73K","2.67%"
"06/11/2020","149.80","155.40","155.40","149.80","2.16K","-5.37%"
"06/10/2020","158.30","158.30","158.30","157.00","1.29K","1.28%"
"06/09/2020","156.30","161.60","161.60","156.30","1.19K","-3.52%"
"06/08/2020","162.00","166.50","166.50","161.30","0.69K","-2.29%"
"06/05/2020","165.80","166.40","169.10","165.50","1.94K","-0.72%"
"06/04/2020","167.00","162.70","167.00","159.00","1.46K","3.73%"
"06/03/2020","161.00","164.40","167.00","161.00","5.31K","-1.53%"
"06/02/2020","163.50","167.50","167.50","163.50","2.64K","0.06%"
"05/29/2020","163.40","157.00","163.40","156.70","2.35K","1.49%"
"05/28/2020","161.00","162.50","162.80","155.00","2.24K","-5.68%"
"05/27/2020","170.70","170.60","171.00","170.60","0.42K","0.41%"
"05/26/2020","170.00","174.90","174.90","170.00","1.03K","-2.63%"
"05/25/2020","174.60","176.00","176.00","174.20","0.35K","2.05%"
"05/22/2020","171.10","163.50","173.00","163.50","1.92K","4.65%"
"05/20/2020","163.50","170.40","171.50","163.50","0.19K","-2.15%"
"05/19/2020","167.10","160.50","173.20","160.50","0.46K","-4.51%"
"05/18/2020","175.00","175.00","175.00","175.00","0.08K","1.80%"
"05/15/2020","171.90","172.50","173.50","171.90","1.58K","1.12%"
"05/14/2020","170.00","173.00","182.30","170.00","2.20K","-2.19%"
"05/13/2020","173.80","174.30","176.10","172.30","0.65K","-0.63%"
"05/12/2020","174.90","174.30","176.10","173.60","0.96K","1.63%"
"05/11/2020","172.10","171.40","175.50","171.40","0.85K","3.05%"
"05/08/2020","167.00","161.80","169.60","161.60","4.00K","6.64%"
"05/07/2020","156.60","152.20","157.60","152.20","1.64K","4.61%"
"05/06/2020","149.70","150.20","150.20","149.30","1.03K","-1.06%"
"05/05/2020","151.30","147.00","154.40","147.00","2.04K","1.95%"
"05/04/2020","148.40","144.90","150.60","143.90","8.76K","-0.93%"
"04/30/2020","149.80","150.40","150.40","149.80","0.98K","-2.03%"
"04/29/2020","152.90","150.60","152.90","150.00","1.57K","2.48%"
"04/28/2020","149.20","151.00","151.00","149.20","0.23K","-2.23%"
"04/27/2020","152.60","153.10","153.30","152.60","0.47K","-0.39%"
"04/24/2020","153.20","156.30","156.30","153.20","0.41K","-3.89%"
"04/23/2020","159.40","154.60","164.60","154.60","0.81K","4.25%"
"04/22/2020","152.90","148.60","155.00","148.60","1.25K","1.46%"
"04/21/2020","150.70","151.10","152.00","145.00","0.91K","-1.63%"
"04/20/2020","153.20","154.00","154.00","151.70","0.02K","0.52%"
"04/17/2020","152.40","152.70","155.00","150.70","0.52K","2.97%"
"04/16/2020","148.00","150.50","151.90","147.90","2.54K","-0.07%"
"04/14/2020","148.10","147.70","151.30","146.00","1.27K","1.79%"
"04/08/2020","145.50","141.80","145.50","141.70","0.93K","2.25%"
"04/07/2020","142.30","141.80","142.80","141.80","0.04K","7.15%"
"04/06/2020","132.80","130.00","132.80","130.00","0.90K","6.24%"
"04/03/2020","125.00","123.00","128.20","123.00","0.37K","0.73%"
"04/02/2020","124.10","131.90","131.90","124.10","0.72K","-6.20%"
"04/01/2020","132.30","131.50","132.30","130.10","0.51K","2.80%"
"03/31/2020","128.70","134.00","135.00","128.70","4.84K","-0.77%"
"03/30/2020","129.70","128.20","129.80","123.50","2.63K","2.37%"
"03/27/2020","126.70","132.00","132.00","125.90","2.15K","-1.71%"
"03/26/2020","128.90","125.00","129.30","121.00","2.55K","3.95%"
"03/25/2020","124.00","129.00","130.00","118.00","2.57K","3.42%"
"03/24/2020","119.90","111.90","120.80","109.70","1.92K","9.80%"
"03/23/2020","109.20","116.00","116.00","105.90","2.55K","-4.21%"
"03/20/2020","114.00","118.20","118.20","109.00","3.82K","6.24%"
"03/19/2020","107.30","124.30","124.30","105.00","3.39K","-12.76%"
"03/18/2020","123.00","125.00","125.00","118.00","8.66K","-0.16%"
"03/17/2020","123.20","119.30","123.20","119.30","0.02K","5.39%"
"03/16/2020","116.90","115.50","116.90","103.60","5.14K","-8.67%"
"03/13/2020","128.00","119.40","136.20","119.40","1.94K","8.11%"
"03/12/2020","118.40","128.80","129.50","116.90","6.38K","-13.70%"
"03/11/2020","137.20","146.20","146.20","137.20","0.84K","-5.31%"
"03/10/2020","144.90","152.60","153.10","144.90","2.47K","-0.48%"
"03/09/2020","145.60","149.50","150.00","145.00","4.00K","-7.67%"
"03/06/2020","157.70","161.00","162.80","157.20","10.00K","-4.25%"
"03/05/2020","164.70","171.50","171.50","164.70","0.18K","-2.54%"
"03/04/2020","169.00","169.50","171.50","169.00","0.96K","-0.71%"
"03/03/2020","170.20","170.60","173.70","169.70","0.21K","4.29%"
"03/02/2020","163.20","161.50","168.50","161.50","4.24K","1.94%"
"02/28/2020","160.10","150.00","164.40","150.00","4.82K","-3.61%"
"02/27/2020","166.10","170.50","170.50","166.10","0.89K","-4.21%"
"02/26/2020","173.40","172.50","174.20","165.60","1.16K","-1.31%"
"02/25/2020","175.70","170.00","180.00","170.00","3.47K","1.33%"
"02/24/2020","173.40","171.00","173.40","170.60","0.34K","-4.25%"
"02/21/2020","181.10","180.00","183.00","180.00","1.27K","-2.11%"
"02/20/2020","185.00","185.00","185.00","185.00","0.43K","2.49%"
"02/19/2020","180.50","177.50","180.50","176.80","1.55K","1.40%"
"02/18/2020","178.00","173.70","178.50","173.70","3.32K","1.95%"
"02/17/2020","174.60","174.60","174.60","174.60","0.30K","0.23%"
"02/14/2020","174.20","173.00","175.00","170.90","1.36K","0.87%"
"02/13/2020","172.70","169.70","172.70","169.70","1.94K","1.41%"
"02/12/2020","170.30","170.50","170.50","169.50","2.03K","0.24%"
"02/11/2020","169.90","165.00","170.70","165.00","1.50K","3.66%"
"02/10/2020","163.90","163.30","163.90","163.30","0.41K","0.55%"
"02/07/2020","163.00","164.80","166.00","163.00","2.46K","-1.33%"
"02/06/2020","165.20","168.20","168.20","162.40","0.84K","-1.55%"
"02/05/2020","167.80","163.00","167.80","163.00","1.11K","3.90%"
"02/04/2020","161.50","157.00","163.00","157.00","1.68K","2.87%"
"02/03/2020","157.00","153.20","157.00","153.20","1.56K","0.26%"
"01/31/2020","156.60","148.50","157.10","148.50","5.20K","4.68%"
"01/30/2020","149.60","150.10","150.10","148.80","2.49K","-0.13%"
"01/29/2020","149.80","143.50","149.80","143.50","3.54K","7.23%"
"01/28/2020","139.70","136.20","140.20","136.20","2.10K","3.02%"
"01/27/2020","135.60","135.00","136.00","132.00","1.48K","-2.45%"
"01/24/2020","139.00","139.10","140.00","137.70","9.22K","3.42%"
"01/23/2020","134.40","130.40","135.20","130.40","0.69K","1.05%"
"01/22/2020","133.00","132.40","133.20","132.20","1.43K","-0.15%"
"01/21/2020","133.20","132.00","133.20","131.80","1.45K","1.45%"
"01/20/2020","131.30","129.50","131.70","129.50","0.89K","1.39%"
"01/17/2020","129.50","128.30","129.90","128.30","1.11K","1.01%"
"01/16/2020","128.20","126.60","128.20","126.30","3.11K","3.30%"
"01/15/2020","124.10","121.70","124.20","121.70","2.69K","2.90%"
"01/14/2020","120.60","120.60","120.60","120.60","0.00K","1.86%"
"01/13/2020","118.40","121.20","121.20","118.20","0.87K","-0.34%"
"01/10/2020","118.80","119.40","119.40","118.60","1.87K","0.93%"
"01/09/2020","117.70","119.00","119.00","117.70","2.16K","-0.93%"
"01/08/2020","118.80","116.70","119.00","115.00","0.85K","1.97%"
"01/07/2020","116.50","118.70","118.70","116.10","1.86K","-0.77%"
"01/06/2020","117.40","120.00","120.00","116.60","0.98K","-4.71%"
"01/03/2020","123.20","122.30","123.20","122.30","0.65K","0.16%"
"01/02/2020","123.00","124.00","124.00","121.70","1.37K","-0.89%"